Dataset,algo,sil,dbs,ari,cluster_diff,predicted_cluster,clusters,attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,attr_to_inst,cohesiveness.mean,cohesiveness.sd,cor.mean,cor.sd,cov.mean,cov.sd,eigenvalues.mean,eigenvalues.sd,inst_to_attr,iq_range.mean,iq_range.sd,kurtosis.mean,kurtosis.sd,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,nr_attr,nr_cor_attr,nr_inst,one_itemset.mean,one_itemset.sd,range.mean,range.sd,sd.mean,sd.sd,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t2,t3,t4,t_mean.mean,t_mean.sd,two_itemset.mean,two_itemset.sd,var.mean,var.sd,wg_dist.mean,wg_dist.sd
dim24-clusters33-instances2250-overlap1e-06-1e-05-aspectref4.5-aspectmaxmin8.0-radius9.0-imbalance1-dist_[_gumbel_]-rep48.csv,MiniBatchKMeans,0.16,1.93,0.7,1,32,33,0.0256,0.0087,3.6993,0.0058,0.0111,977.5466,148.9052,0.1981,0.1412,0.0029,0.0024,0.0162,0.0246,90.0,0.126,0.0795,3.1761,1.8598,0.0927,0.0591,1.0,0.0,0.4924,0.0989,0.4906,0.1087,0.0,0.0,25.0,0.03,2250.0,0.0769,0.0031,1.0,0.0,0.1207,0.0412,0.0422,1.1091,0.0012,0.006,0.0111,0.0089,0.8,0.4915,0.1078,0.142,0.0079,0.0162,0.0157,0.793,0.2305
dim24-clusters33-instances2250-overlap1e-06-1e-05-aspectref4.5-aspectmaxmin8.0-radius9.0-imbalance1-dist_[_gumbel_]-rep48.csv,MiniBatchKMeans,0.14,1.87,0.75,3,36,33,0.0256,0.0087,3.6993,0.0058,0.0111,977.5466,148.9052,0.1981,0.1412,0.0029,0.0024,0.0162,0.0246,90.0,0.126,0.0795,3.1761,1.8598,0.0927,0.0591,1.0,0.0,0.4924,0.0989,0.4906,0.1087,0.0,0.0,25.0,0.03,2250.0,0.0769,0.0031,1.0,0.0,0.1207,0.0412,0.0422,1.1091,0.0012,0.006,0.0111,0.0089,0.8,0.4915,0.1078,0.142,0.0079,0.0162,0.0157,0.793,0.2305
dim24-clusters33-instances2250-overlap1e-06-1e-05-aspectref4.5-aspectmaxmin8.0-radius9.0-imbalance1-dist_[_gumbel_]-rep48.csv,MiniBatchKMeans,0.13,2.09,0.36,15,18,33,0.0256,0.0087,3.6993,0.0058,0.0111,977.5466,148.9052,0.1981,0.1412,0.0029,0.0024,0.0162,0.0246,90.0,0.126,0.0795,3.1761,1.8598,0.0927,0.0591,1.0,0.0,0.4924,0.0989,0.4906,0.1087,0.0,0.0,25.0,0.03,2250.0,0.0769,0.0031,1.0,0.0,0.1207,0.0412,0.0422,1.1091,0.0012,0.006,0.0111,0.0089,0.8,0.4915,0.1078,0.142,0.0079,0.0162,0.0157,0.793,0.2305
dim24-clusters33-instances2250-overlap1e-06-1e-05-aspectref4.5-aspectmaxmin8.0-radius9.0-imbalance1-dist_[_gumbel_]-rep48.csv,MiniBatchKMeans,0.14,2.08,0.77,15,48,33,0.0256,0.0087,3.6993,0.0058,0.0111,977.5466,148.9052,0.1981,0.1412,0.0029,0.0024,0.0162,0.0246,90.0,0.126,0.0795,3.1761,1.8598,0.0927,0.0591,1.0,0.0,0.4924,0.0989,0.4906,0.1087,0.0,0.0,25.0,0.03,2250.0,0.0769,0.0031,1.0,0.0,0.1207,0.0412,0.0422,1.1091,0.0012,0.006,0.0111,0.0089,0.8,0.4915,0.1078,0.142,0.0079,0.0162,0.0157,0.793,0.2305
dim24-clusters33-instances2250-overlap1e-06-1e-05-aspectref4.5-aspectmaxmin8.0-radius9.0-imbalance1-dist_[_gumbel_]-rep48.csv,MiniBatchKMeans,0.1,2.23,0.14,26,7,33,0.0256,0.0087,3.6993,0.0058,0.0111,977.5466,148.9052,0.1981,0.1412,0.0029,0.0024,0.0162,0.0246,90.0,0.126,0.0795,3.1761,1.8598,0.0927,0.0591,1.0,0.0,0.4924,0.0989,0.4906,0.1087,0.0,0.0,25.0,0.03,2250.0,0.0769,0.0031,1.0,0.0,0.1207,0.0412,0.0422,1.1091,0.0012,0.006,0.0111,0.0089,0.8,0.4915,0.1078,0.142,0.0079,0.0162,0.0157,0.793,0.2305
dim24-clusters33-instances2250-overlap1e-06-1e-05-aspectref4.5-aspectmaxmin8.0-radius9.0-imbalance1-dist_[_gumbel_]-rep48.csv,MiniBatchKMeans,0.14,2.09,0.3,16,17,33,0.0256,0.0087,3.6993,0.0058,0.0111,977.5466,148.9052,0.1981,0.1412,0.0029,0.0024,0.0162,0.0246,90.0,0.126,0.0795,3.1761,1.8598,0.0927,0.0591,1.0,0.0,0.4924,0.0989,0.4906,0.1087,0.0,0.0,25.0,0.03,2250.0,0.0769,0.0031,1.0,0.0,0.1207,0.0412,0.0422,1.1091,0.0012,0.006,0.0111,0.0089,0.8,0.4915,0.1078,0.142,0.0079,0.0162,0.0157,0.793,0.2305
dim3-clusters27-instances4000-overlap1e-06-1e-05-aspectref9.5-aspectmaxmin6.5-radius9.5-imbalance1-dist_[_gumbel_]-rep48.csv,Ground Truth,0.41,1.08,1.0,0,27,27,0.1362,0.0608,3.8966,0.0205,0.001,1983.8474,33.7629,0.1057,0.1497,0.0041,0.0078,0.0359,0.0404,1000.0,0.2606,0.1897,0.3608,1.3242,0.1938,0.14,1.0,0.0,0.5081,0.1061,0.4984,0.1097,0.0,0.0,4.0,0.0,4000.0,0.0667,0.0075,1.0,0.0,0.1721,0.0916,0.2245,0.3669,0.0092,0.0184,0.001,0.0008,0.75,0.5012,0.1134,0.1244,0.0153,0.0359,0.0369,0.427,0.079
dim3-clusters27-instances4000-overlap1e-06-1e-05-aspectref9.5-aspectmaxmin6.5-radius9.5-imbalance1-dist_[_gumbel_]-rep48.csv,MiniBatchKMeans,0.45,0.77,0.66,0,27,27,0.1362,0.0608,3.8966,0.0205,0.001,1983.8474,33.7629,0.1057,0.1497,0.0041,0.0078,0.0359,0.0404,1000.0,0.2606,0.1897,0.3608,1.3242,0.1938,0.14,1.0,0.0,0.5081,0.1061,0.4984,0.1097,0.0,0.0,4.0,0.0,4000.0,0.0667,0.0075,1.0,0.0,0.1721,0.0916,0.2245,0.3669,0.0092,0.0184,0.001,0.0008,0.75,0.5012,0.1134,0.1244,0.0153,0.0359,0.0369,0.427,0.079
dim3-clusters27-instances4000-overlap1e-06-1e-05-aspectref9.5-aspectmaxmin6.5-radius9.5-imbalance1-dist_[_gumbel_]-rep48.csv,MiniBatchKMeans,0.45,0.78,0.66,0,27,27,0.1362,0.0608,3.8966,0.0205,0.001,1983.8474,33.7629,0.1057,0.1497,0.0041,0.0078,0.0359,0.0404,1000.0,0.2606,0.1897,0.3608,1.3242,0.1938,0.14,1.0,0.0,0.5081,0.1061,0.4984,0.1097,0.0,0.0,4.0,0.0,4000.0,0.0667,0.0075,1.0,0.0,0.1721,0.0916,0.2245,0.3669,0.0092,0.0184,0.001,0.0008,0.75,0.5012,0.1134,0.1244,0.0153,0.0359,0.0369,0.427,0.079
dim3-clusters27-instances4000-overlap1e-06-1e-05-aspectref9.5-aspectmaxmin6.5-radius9.5-imbalance1-dist_[_gumbel_]-rep48.csv,MiniBatchKMeans,0.43,0.82,0.58,0,27,27,0.1362,0.0608,3.8966,0.0205,0.001,1983.8474,33.7629,0.1057,0.1497,0.0041,0.0078,0.0359,0.0404,1000.0,0.2606,0.1897,0.3608,1.3242,0.1938,0.14,1.0,0.0,0.5081,0.1061,0.4984,0.1097,0.0,0.0,4.0,0.0,4000.0,0.0667,0.0075,1.0,0.0,0.1721,0.0916,0.2245,0.3669,0.0092,0.0184,0.001,0.0008,0.75,0.5012,0.1134,0.1244,0.0153,0.0359,0.0369,0.427,0.079
dim3-clusters27-instances4000-overlap1e-06-1e-05-aspectref9.5-aspectmaxmin6.5-radius9.5-imbalance1-dist_[_gumbel_]-rep48.csv,MiniBatchKMeans,0.43,0.86,0.6,4,23,27,0.1362,0.0608,3.8966,0.0205,0.001,1983.8474,33.7629,0.1057,0.1497,0.0041,0.0078,0.0359,0.0404,1000.0,0.2606,0.1897,0.3608,1.3242,0.1938,0.14,1.0,0.0,0.5081,0.1061,0.4984,0.1097,0.0,0.0,4.0,0.0,4000.0,0.0667,0.0075,1.0,0.0,0.1721,0.0916,0.2245,0.3669,0.0092,0.0184,0.001,0.0008,0.75,0.5012,0.1134,0.1244,0.0153,0.0359,0.0369,0.427,0.079
dim3-clusters27-instances4000-overlap1e-06-1e-05-aspectref9.5-aspectmaxmin6.5-radius9.5-imbalance1-dist_[_gumbel_]-rep48.csv,MiniBatchKMeans,0.47,0.8,0.7,6,33,27,0.1362,0.0608,3.8966,0.0205,0.001,1983.8474,33.7629,0.1057,0.1497,0.0041,0.0078,0.0359,0.0404,1000.0,0.2606,0.1897,0.3608,1.3242,0.1938,0.14,1.0,0.0,0.5081,0.1061,0.4984,0.1097,0.0,0.0,4.0,0.0,4000.0,0.0667,0.0075,1.0,0.0,0.1721,0.0916,0.2245,0.3669,0.0092,0.0184,0.001,0.0008,0.75,0.5012,0.1134,0.1244,0.0153,0.0359,0.0369,0.427,0.079
dim3-clusters27-instances4000-overlap1e-06-1e-05-aspectref9.5-aspectmaxmin6.5-radius9.5-imbalance1-dist_[_gumbel_]-rep48.csv,MiniBatchKMeans,0.45,0.76,0.61,3,24,27,0.1362,0.0608,3.8966,0.0205,0.001,1983.8474,33.7629,0.1057,0.1497,0.0041,0.0078,0.0359,0.0404,1000.0,0.2606,0.1897,0.3608,1.3242,0.1938,0.14,1.0,0.0,0.5081,0.1061,0.4984,0.1097,0.0,0.0,4.0,0.0,4000.0,0.0667,0.0075,1.0,0.0,0.1721,0.0916,0.2245,0.3669,0.0092,0.0184,0.001,0.0008,0.75,0.5012,0.1134,0.1244,0.0153,0.0359,0.0369,0.427,0.079
dim3-clusters27-instances4000-overlap1e-06-1e-05-aspectref9.5-aspectmaxmin6.5-radius9.5-imbalance1-dist_[_gumbel_]-rep48.csv,MiniBatchKMeans,0.47,0.77,0.73,2,29,27,0.1362,0.0608,3.8966,0.0205,0.001,1983.8474,33.7629,0.1057,0.1497,0.0041,0.0078,0.0359,0.0404,1000.0,0.2606,0.1897,0.3608,1.3242,0.1938,0.14,1.0,0.0,0.5081,0.1061,0.4984,0.1097,0.0,0.0,4.0,0.0,4000.0,0.0667,0.0075,1.0,0.0,0.1721,0.0916,0.2245,0.3669,0.0092,0.0184,0.001,0.0008,0.75,0.5012,0.1134,0.1244,0.0153,0.0359,0.0369,0.427,0.079
dim3-clusters27-instances4000-overlap1e-06-1e-05-aspectref9.5-aspectmaxmin6.5-radius9.5-imbalance1-dist_[_gumbel_]-rep48.csv,MiniBatchKMeans,0.36,0.96,0.43,11,16,27,0.1362,0.0608,3.8966,0.0205,0.001,1983.8474,33.7629,0.1057,0.1497,0.0041,0.0078,0.0359,0.0404,1000.0,0.2606,0.1897,0.3608,1.3242,0.1938,0.14,1.0,0.0,0.5081,0.1061,0.4984,0.1097,0.0,0.0,4.0,0.0,4000.0,0.0667,0.0075,1.0,0.0,0.1721,0.0916,0.2245,0.3669,0.0092,0.0184,0.001,0.0008,0.75,0.5012,0.1134,0.1244,0.0153,0.0359,0.0369,0.427,0.079
dim3-clusters27-instances4000-overlap1e-06-1e-05-aspectref9.5-aspectmaxmin6.5-radius9.5-imbalance1-dist_[_gumbel_]-rep48.csv,MiniBatchKMeans,0.36,1.02,0.43,13,14,27,0.1362,0.0608,3.8966,0.0205,0.001,1983.8474,33.7629,0.1057,0.1497,0.0041,0.0078,0.0359,0.0404,1000.0,0.2606,0.1897,0.3608,1.3242,0.1938,0.14,1.0,0.0,0.5081,0.1061,0.4984,0.1097,0.0,0.0,4.0,0.0,4000.0,0.0667,0.0075,1.0,0.0,0.1721,0.0916,0.2245,0.3669,0.0092,0.0184,0.001,0.0008,0.75,0.5012,0.1134,0.1244,0.0153,0.0359,0.0369,0.427,0.079
dim3-clusters27-instances4000-overlap1e-06-1e-05-aspectref9.5-aspectmaxmin6.5-radius9.5-imbalance1-dist_[_gumbel_]-rep48.csv,MiniBatchKMeans,0.44,0.8,0.61,1,28,27,0.1362,0.0608,3.8966,0.0205,0.001,1983.8474,33.7629,0.1057,0.1497,0.0041,0.0078,0.0359,0.0404,1000.0,0.2606,0.1897,0.3608,1.3242,0.1938,0.14,1.0,0.0,0.5081,0.1061,0.4984,0.1097,0.0,0.0,4.0,0.0,4000.0,0.0667,0.0075,1.0,0.0,0.1721,0.0916,0.2245,0.3669,0.0092,0.0184,0.001,0.0008,0.75,0.5012,0.1134,0.1244,0.0153,0.0359,0.0369,0.427,0.079
dim3-clusters27-instances4000-overlap1e-06-1e-05-aspectref9.5-aspectmaxmin6.5-radius9.5-imbalance1-dist_[_gumbel_]-rep48.csv,MiniBatchKMeans,0.42,0.82,0.57,4,23,27,0.1362,0.0608,3.8966,0.0205,0.001,1983.8474,33.7629,0.1057,0.1497,0.0041,0.0078,0.0359,0.0404,1000.0,0.2606,0.1897,0.3608,1.3242,0.1938,0.14,1.0,0.0,0.5081,0.1061,0.4984,0.1097,0.0,0.0,4.0,0.0,4000.0,0.0667,0.0075,1.0,0.0,0.1721,0.0916,0.2245,0.3669,0.0092,0.0184,0.001,0.0008,0.75,0.5012,0.1134,0.1244,0.0153,0.0359,0.0369,0.427,0.079
dim3-clusters27-instances4000-overlap1e-06-1e-05-aspectref9.5-aspectmaxmin6.5-radius9.5-imbalance1-dist_[_gumbel_]-rep48.csv,MiniBatchKMeans,0.28,1.16,0.19,22,5,27,0.1362,0.0608,3.8966,0.0205,0.001,1983.8474,33.7629,0.1057,0.1497,0.0041,0.0078,0.0359,0.0404,1000.0,0.2606,0.1897,0.3608,1.3242,0.1938,0.14,1.0,0.0,0.5081,0.1061,0.4984,0.1097,0.0,0.0,4.0,0.0,4000.0,0.0667,0.0075,1.0,0.0,0.1721,0.0916,0.2245,0.3669,0.0092,0.0184,0.001,0.0008,0.75,0.5012,0.1134,0.1244,0.0153,0.0359,0.0369,0.427,0.079
dim3-clusters27-instances4000-overlap1e-06-1e-05-aspectref9.5-aspectmaxmin6.5-radius9.5-imbalance1-dist_[_gumbel_]-rep48.csv,MiniBatchKMeans,0.36,0.99,0.12,24,3,27,0.1362,0.0608,3.8966,0.0205,0.001,1983.8474,33.7629,0.1057,0.1497,0.0041,0.0078,0.0359,0.0404,1000.0,0.2606,0.1897,0.3608,1.3242,0.1938,0.14,1.0,0.0,0.5081,0.1061,0.4984,0.1097,0.0,0.0,4.0,0.0,4000.0,0.0667,0.0075,1.0,0.0,0.1721,0.0916,0.2245,0.3669,0.0092,0.0184,0.001,0.0008,0.75,0.5012,0.1134,0.1244,0.0153,0.0359,0.0369,0.427,0.079
dim3-clusters27-instances4000-overlap1e-06-1e-05-aspectref9.5-aspectmaxmin6.5-radius9.5-imbalance1-dist_[_gumbel_]-rep48.csv,MiniBatchKMeans,0.43,0.81,0.65,5,22,27,0.1362,0.0608,3.8966,0.0205,0.001,1983.8474,33.7629,0.1057,0.1497,0.0041,0.0078,0.0359,0.0404,1000.0,0.2606,0.1897,0.3608,1.3242,0.1938,0.14,1.0,0.0,0.5081,0.1061,0.4984,0.1097,0.0,0.0,4.0,0.0,4000.0,0.0667,0.0075,1.0,0.0,0.1721,0.0916,0.2245,0.3669,0.0092,0.0184,0.001,0.0008,0.75,0.5012,0.1134,0.1244,0.0153,0.0359,0.0369,0.427,0.079
dim3-clusters27-instances4000-overlap1e-06-1e-05-aspectref9.5-aspectmaxmin6.5-radius9.5-imbalance1-dist_[_gumbel_]-rep48.csv,MiniBatchKMeans,0.46,0.79,0.68,3,30,27,0.1362,0.0608,3.8966,0.0205,0.001,1983.8474,33.7629,0.1057,0.1497,0.0041,0.0078,0.0359,0.0404,1000.0,0.2606,0.1897,0.3608,1.3242,0.1938,0.14,1.0,0.0,0.5081,0.1061,0.4984,0.1097,0.0,0.0,4.0,0.0,4000.0,0.0667,0.0075,1.0,0.0,0.1721,0.0916,0.2245,0.3669,0.0092,0.0184,0.001,0.0008,0.75,0.5012,0.1134,0.1244,0.0153,0.0359,0.0369,0.427,0.079
dim49-clusters8-instances600-overlap1e-06-1e-05-aspectref5.5-aspectmaxmin2.0-radius1.5-imbalance2-dist_[_gumbel_]-rep48.csv,Ground Truth,0.1,2.22,1.0,0,8,8,0.0266,0.0111,2.9957,0.0303,0.0833,146.8496,11.2805,0.143,0.1075,0.0038,0.0033,0.0268,0.0381,12.0,0.2142,0.0579,0.1557,0.4167,0.1584,0.0427,1.0,0.0,0.508,0.058,0.5098,0.0653,0.0,0.0,50.0,0.0016,600.0,0.1253,0.0041,1.0,0.0,0.1613,0.0285,-0.0263,0.2957,0.0025,0.0175,0.0833,0.0683,0.82,0.5092,0.0637,0.2192,0.0129,0.0268,0.0123,1.5883,0.1535
dim49-clusters8-instances600-overlap1e-06-1e-05-aspectref5.5-aspectmaxmin2.0-radius1.5-imbalance2-dist_[_gumbel_]-rep48.csv,MiniBatchKMeans,0.11,2.62,0.88,0,8,8,0.0266,0.0111,2.9957,0.0303,0.0833,146.8496,11.2805,0.143,0.1075,0.0038,0.0033,0.0268,0.0381,12.0,0.2142,0.0579,0.1557,0.4167,0.1584,0.0427,1.0,0.0,0.508,0.058,0.5098,0.0653,0.0,0.0,50.0,0.0016,600.0,0.1253,0.0041,1.0,0.0,0.1613,0.0285,-0.0263,0.2957,0.0025,0.0175,0.0833,0.0683,0.82,0.5092,0.0637,0.2192,0.0129,0.0268,0.0123,1.5883,0.1535
dim49-clusters8-instances600-overlap1e-06-1e-05-aspectref5.5-aspectmaxmin2.0-radius1.5-imbalance2-dist_[_gumbel_]-rep48.csv,MiniBatchKMeans,0.11,2.67,0.82,1,9,8,0.0266,0.0111,2.9957,0.0303,0.0833,146.8496,11.2805,0.143,0.1075,0.0038,0.0033,0.0268,0.0381,12.0,0.2142,0.0579,0.1557,0.4167,0.1584,0.0427,1.0,0.0,0.508,0.058,0.5098,0.0653,0.0,0.0,50.0,0.0016,600.0,0.1253,0.0041,1.0,0.0,0.1613,0.0285,-0.0263,0.2957,0.0025,0.0175,0.0833,0.0683,0.82,0.5092,0.0637,0.2192,0.0129,0.0268,0.0123,1.5883,0.1535
dim49-clusters8-instances600-overlap1e-06-1e-05-aspectref5.5-aspectmaxmin2.0-radius1.5-imbalance2-dist_[_gumbel_]-rep48.csv,MiniBatchKMeans,0.1,2.22,0.99,0,8,8,0.0266,0.0111,2.9957,0.0303,0.0833,146.8496,11.2805,0.143,0.1075,0.0038,0.0033,0.0268,0.0381,12.0,0.2142,0.0579,0.1557,0.4167,0.1584,0.0427,1.0,0.0,0.508,0.058,0.5098,0.0653,0.0,0.0,50.0,0.0016,600.0,0.1253,0.0041,1.0,0.0,0.1613,0.0285,-0.0263,0.2957,0.0025,0.0175,0.0833,0.0683,0.82,0.5092,0.0637,0.2192,0.0129,0.0268,0.0123,1.5883,0.1535
dim49-clusters8-instances600-overlap1e-06-1e-05-aspectref5.5-aspectmaxmin2.0-radius1.5-imbalance2-dist_[_gumbel_]-rep48.csv,MiniBatchKMeans,0.07,3.12,0.82,4,12,8,0.0266,0.0111,2.9957,0.0303,0.0833,146.8496,11.2805,0.143,0.1075,0.0038,0.0033,0.0268,0.0381,12.0,0.2142,0.0579,0.1557,0.4167,0.1584,0.0427,1.0,0.0,0.508,0.058,0.5098,0.0653,0.0,0.0,50.0,0.0016,600.0,0.1253,0.0041,1.0,0.0,0.1613,0.0285,-0.0263,0.2957,0.0025,0.0175,0.0833,0.0683,0.82,0.5092,0.0637,0.2192,0.0129,0.0268,0.0123,1.5883,0.1535
